2025-09-08 16:43:34 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:25 - 开始同步历史数据，结束日期: 2025-09-08, 复权: hfq, 并发: 5
2025-09-08 16:43:47 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000017] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:47 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000017] 完成，耗时: 1.44s，记录: 1
2025-09-08 16:43:47 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000019] 开始同步
2025-09-08 16:43:47 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000020] 开始同步
2025-09-08 16:43:48 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000019] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:48 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000020] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:48 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 14/500 (2.8%) | 成功:14 失败:0 | 耗时:12s 剩余:411s
2025-09-08 16:43:48 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 15/500 (3.0%) | 成功:15 失败:0 | 耗时:12s 剩余:399s
2025-09-08 16:43:48 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000021] 开始同步
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000021] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000023] 开始同步
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000019] 批量插入 1 条新记录
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000019] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000019] 完成，耗时: 1.79s，记录: 1
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 16/500 (3.2%) | 成功:16 失败:0 | 耗时:13s 剩余:395s
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000020] 批量插入 1 条新记录
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000020] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000020] 完成，耗时: 1.73s，记录: 1
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000023] 使用数据库最新日期后一天作为开始日期: 20240725
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000024] 开始同步
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 17/500 (3.4%) | 成功:17 失败:0 | 耗时:13s 剩余:383s
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:70 - [000023] 未获取到 20240725 至 20250908 的历史数据
2025-09-08 16:43:49 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000023] 完成，耗时: 0.61s，记录: 0
2025-09-08 16:43:50 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000024] 使用数据库最新日期后一天作为开始日期: 20151208
2025-09-08 16:43:50 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 18/500 (3.6%) | 成功:18 失败:0 | 耗时:14s 剩余:377s
2025-09-08 16:43:50 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:70 - [000024] 未获取到 20151208 至 20250908 的历史数据
2025-09-08 16:43:50 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000024] 完成，耗时: 0.66s，记录: 0
2025-09-08 16:43:50 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000021] 批量插入 1 条新记录
2025-09-08 16:43:50 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000021] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:50 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000021] 完成，耗时: 1.63s，记录: 1
2025-09-08 16:43:51 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000025] 开始同步
2025-09-08 16:43:51 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000025] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:51 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000026] 开始同步
2025-09-08 16:43:51 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 19/500 (3.8%) | 成功:19 失败:0 | 耗时:15s 剩余:390s
2025-09-08 16:43:52 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000026] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:52 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000027] 开始同步
2025-09-08 16:43:52 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000028] 开始同步
2025-09-08 16:43:52 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000027] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:52 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000029] 开始同步
2025-09-08 16:43:52 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000028] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:52 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 20/500 (4.0%) | 成功:20 失败:0 | 耗时:16s 剩余:385s
2025-09-08 16:43:52 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000029] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000025] 批量插入 1 条新记录
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000025] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000025] 完成，耗时: 1.68s，记录: 1
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 21/500 (4.2%) | 成功:21 失败:0 | 耗时:17s 剩余:380s
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000026] 批量插入 1 条新记录
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000026] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000026] 完成，耗时: 1.60s，记录: 1
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 22/500 (4.4%) | 成功:22 失败:0 | 耗时:17s 剩余:373s
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000027] 批量插入 1 条新记录
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000027] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:53 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000027] 完成，耗时: 1.89s，记录: 1
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000029] 批量插入 1 条新记录
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000029] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000029] 完成，耗时: 1.69s，记录: 1
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000028] 批量插入 1 条新记录
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000028] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000028] 完成，耗时: 2.02s，记录: 1
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 23/500 (4.6%) | 成功:23 失败:0 | 耗时:18s 剩余:369s
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000030] 开始同步
2025-09-08 16:43:54 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000030] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:55 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 24/500 (4.8%) | 成功:24 失败:0 | 耗时:19s 剩余:370s
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000031] 开始同步
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000032] 开始同步
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000031] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000030] 批量插入 1 条新记录
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000030] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000030] 完成，耗时: 1.83s，记录: 1
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000033] 开始同步
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000034] 开始同步
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 25/500 (5.0%) | 成功:25 失败:0 | 耗时:20s 剩余:384s
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000032] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000033] 使用数据库最新日期后一天作为开始日期: 20170707
2025-09-08 16:43:56 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000034] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:57 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:70 - [000033] 未获取到 20170707 至 20250908 的历史数据
2025-09-08 16:43:57 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000033] 完成，耗时: 0.87s，记录: 0
2025-09-08 16:43:57 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 26/500 (5.2%) | 成功:26 失败:0 | 耗时:21s 剩余:386s
2025-09-08 16:43:57 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000035] 开始同步
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000031] 批量插入 1 条新记录
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000031] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000031] 完成，耗时: 2.00s，记录: 1
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000035] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 27/500 (5.4%) | 成功:27 失败:0 | 耗时:22s 剩余:379s
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000032] 批量插入 1 条新记录
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000032] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000032] 完成，耗时: 1.83s，记录: 1
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000034] 批量插入 1 条新记录
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000034] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000034] 完成，耗时: 1.88s，记录: 1
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 28/500 (5.6%) | 成功:28 失败:0 | 耗时:22s 剩余:373s
2025-09-08 16:43:58 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000036] 开始同步
2025-09-08 16:43:59 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000036] 使用数据库最新日期后一天作为开始日期: 20250906
